1 1 1 377
2 1 1 146
3 1 1 1617
4 1 1 103
5 1 1 1893
6 1 1 876
7 1 1 1967
8 1 1 643
9 1 1 397
10 1 1 1121
11 1 1 664
12 1 1 815
13 1 1 150
14 1 1 2394
15 1 1 2721
16 1 2 891 2724
17 1 1 2647
18 1 1 2353
19 1 1 431
20 1 1 1810
21 1 1 2408
22 1 3 585 891 1914
23 1 1 1010
24 1 1 1819
25 1 1 330
26 1 1 702
27 1 1 650
28 1 2 2001 2182
29 1 1 2789
30 1 1 2361
31 1 2 98 2674
32 1 1 669
33 1 2 1001 2959
34 1 1 499
35 1 1 2101
36 1 1 2580
37 1 1 2399
38 1 1 815
39 1 1 1875
40 1 1 1793
41 1 3 467 517 2869
42 1 2 1854 1866
43 1 2 22 2470
44 1 1 176
45 1 1 1629
46 1 3 111 1716 1793
47 1 2 340 619
48 1 1 1098
49 1 1 1584
50 1 1 2911
51 1 1 2596
52 1 1 462
53 1 1 2494
54 1 1 2835
55 1 1 1846
56 1 1 2450
57 1 1 1976
58 1 1 2874
59 1 1 2739
60 1 1 866
61 1 1 986
62 1 2 1268 2514
63 1 1 1745
64 1 1 2525
65 1 1 150
66 1 1 966
67 1 1 2809
68 1 1 1443
69 1 1 874
70 1 1 1558
71 1 1 2394
72 1 2 1460 1760
73 1 1 150
74 1 1 588
75 1 1 2202
76 1 1 388
77 1 1 1029
78 1 1 444
79 1 1 434
80 1 1 2897
81 1 1 866
82 1 1 226
83 1 1 2254
84 1 2 667 1936
85 1 2 2296 2319
86 1 1 150
87 1 1 1683
88 1 1 682
89 1 1 158
90 1 1 1743
91 1 1 98
92 1 1 2820
93 1 1 1278
94 1 1 1121
95 1 1 2580
96 1 1 1203
97 1 1 815
98 1 1 1347
99 1 1 1649
100 1 1 357
101 1 1 1174
102 1 1 404
103 1 1 1793
104 1 1 212
105 1 1 2047
106 1 1 2467
107 1 1 2120
108 1 1 2717
109 1 1 2804
110 1 1 668
111 1 1 145
112 1 1 1171
113 1 1 2258
114 1 1 287
115 1 1 1974
116 1 1 131
117 1 2 66 2387
118 1 1 874
119 1 1 2818
120 1 1 2496
121 1 1 1896
122 1 1 420
123 1 1 2528
124 1 2 213 950
125 1 1 1870
126 1 1 545
127 1 1 2497
128 1 1 330
129 1 1 2366
130 1 1 150
131 1 1 234
132 1 1 2074
133 1 1 853
134 1 1 340
135 1 1 125
136 1 1 2547
137 1 1 420
138 1 1 683
139 1 1 1440
140 1 2 2311 2500
141 1 1 741
142 1 1 1683
143 1 1 383
144 1 1 55
145 1 2 1278 1921
146 1 2 1503 2017
147 1 1 2492
148 1 1 1440
149 1 2 1070 1478
150 1 1 637
151 1 1 150
152 1 1 1773
153 1 1 2494
154 1 1 2054
155 1 1 1771
156 1 1 1148
157 1 1 2029
158 1 1 71
159 1 1 2144
160 1 1 2712
161 1 1 2525
162 1 1 2580
163 1 1 2630
164 1 1 1262
165 1 1 1856
166 1 1 1524
167 1 1 1361
168 1 1 1222
169 1 1 1708
170 1 1 499
171 1 1 1726
172 1 1 98
173 1 1 365
174 1 1 1116
175 1 1 2047
176 1 1 1525
177 1 1 2662
178 1 1 1564
179 1 1 828
180 1 1 2764
181 1 1 1739
182 1 1 998
183 1 1 1739
184 1 1 514
185 1 1 2630
186 1 1 2277
187 1 1 2804
188 1 1 2250
189 1 1 2737
190 1 1 2010
191 1 1 662
192 1 1 1540
193 1 1 1022
194 1 1 1700
195 1 1 1192
196 1 1 2101
197 1 1 1967
198 1 1 1349
199 1 1 2466
200 1 1 66
201 1 1 699
202 1 1 1436
203 1 1 2315
204 1 1 1450
205 1 1 683
206 1 1 2662
207 1 2 2310 2528
208 1 1 1674
209 1 1 1197
210 1 1 1649
211 1 1 2764
212 1 1 1373
213 1 1 558
214 1 1 1182
215 1 2 115 942
216 1 1 145
217 1 1 1583
218 1 1 681
219 1 1 1414
220 1 2 1034 1277
221 1 1 2641
222 1 1 1233
223 1 1 225
224 1 1 1696
225 1 1 1088
226 1 1 1617
227 1 1 1517
228 1 1 1723
229 1 1 2358
230 1 1 1575
231 1 2 212 379
232 1 1 2910
233 1 1 2541
234 1 1 1924
235 1 1 66
236 1 1 1350
237 1 1 746
238 1 1 757
239 1 1 1959
240 1 1 2350
241 1 1 1818
242 1 1 2662
243 1 1 950
244 1 1 2380
245 1 1 1413
246 1 1 759
247 1 1 420
248 1 1 1857
249 1 2 670 1075
250 1 1 1405
251 1 1 1517
252 1 1 1954
253 1 1 1136
254 1 1 340
255 1 1 1962
256 1 1 520
257 1 1 2123
258 1 1 377
259 1 1 947
260 1 1 1065
261 1 1 1921
262 1 1 1057
263 1 1 2717
264 1 1 2009
265 1 1 2790
266 1 1 2095
267 1 2 403 2826
268 1 1 1775
269 1 1 1008
270 1 1 1031
271 1 1 98
272 1 1 1238
273 1 2 1141 2723
274 1 1 2355
275 1 1 1937
276 1 1 1522
277 1 2 513 2555
278 1 1 2257
279 1 1 146
280 1 2 576 1732
281 1 1 2505
282 1 1 2446
283 1 1 637
284 1 2 521 1302
285 1 1 2333
286 1 1 1440
287 1 1 1585
288 1 2 929 1745
289 1 1 474
290 1 1 788
291 1 1 1647
292 1 1 1870
293 1 1 916
294 1 1 739
295 1 1 2701
296 1 1 66
297 1 1 2499
298 1 1 2026
299 1 1 2415
300 1 1 1287
301 1 1 2370
302 1 2 89 773
303 1 2 1778 2555
304 1 1 1192
305 1 1 1522
306 1 1 1407
307 1 1 2895
308 1 1 2630
309 1 1 2466
310 1 1 1622
311 1 2 1178 2614
312 1 1 1817
313 1 1 1688
314 1 1 102
315 1 1 173
316 1 1 2422
317 1 1 90
318 1 1 85
319 1 1 2915
320 1 1 452
321 1 1 1277
322 1 2 66 2387
323 1 1 2910
324 1 1 2010
325 1 1 2630
326 1 1 668
327 1 1 1070
328 1 1 1654
329 1 2 1460 1760
330 1 1 2704
331 1 1 2971
332 1 1 1683
333 1 1 1548
334 1 1 971
335 1 1 1793
336 1 2 251 2433
337 1 1 1317
338 1 1 538
339 1 2 54 964
340 1 1 90
341 1 3 113 2197 2288
342 1 1 2250
343 1 1 1264
344 1 1 2366
345 1 1 702
346 1 2 176 343
347 1 1 1008
348 1 2 1650 2224
349 1 1 1403
350 1 1 2600
351 1 1 2807
352 1 2 564 2250
353 1 1 815
354 1 1 1228
355 1 1 2945
356 1 1 308
357 1 2 796 2904
358 1 1 1561
359 1 1 168
360 1 3 113 2197 2288
361 1 1 604
362 1 1 1058
363 1 1 301
364 1 1 1801
365 1 1 31
366 1 1 434
367 1 1 2556
368 1 1 1089
369 1 1 1517
370 1 1 1478
371 1 1 2014
372 1 1 1311
373 1 1 713
374 1 1 1272
375 1 1 795
376 1 1 2267
377 1 1 1462
378 1 1 1873
379 1 1 2912
380 1 1 2202
381 1 1 1702
382 1 1 2861
383 1 1 2091
384 1 1 146
385 1 1 472
386 1 1 1091
387 1 1 2228
388 1 1 2101
389 1 1 1488
390 1 1 2521
391 1 1 308
392 1 1 1559
393 1 3 370 1989 2496
394 1 1 1647
395 1 1 2422
396 1 1 1576
397 1 1 102
398 1 1 2278
399 1 1 1558
400 1 1 797
401 1 1 313
402 1 1 2486
403 1 1 2380
404 1 1 1072
405 1 1 1414
406 1 1 1854
407 1 1 800
408 1 1 1280
409 1 1 469
410 1 2 576 1732
411 1 1 2569
412 1 1 989
413 1 1 2354
414 1 1 2380
415 1 1 2480
416 1 1 1088
417 1 1 848
418 1 1 1053
419 1 1 1272
420 1 1 1129
421 1 1 1543
422 1 1 1600
423 1 1 1076
424 1 1 874
425 1 1 2191
426 1 1 347
427 1 1 2938
428 1 1 2644
429 1 1 1774
430 1 1 2789
431 1 1 404
432 1 1 1703
433 1 1 1782
434 1 1 810
435 1 1 2719
436 1 1 1846
437 1 1 2552
438 1 1 801
439 1 1 2291
440 1 1 13
441 1 1 365
442 1 1 626
443 1 1 2789
444 1 1 1146
445 1 2 667 1936
446 1 1 2360
447 1 1 2472
448 1 2 1857 2756
449 1 1 1417
450 1 1 431
451 1 1 1379
452 1 1 2304
453 1 1 2353
454 1 1 868
455 1 1 2662
456 1 1 275
457 1 1 702
458 1 1 2095
459 1 1 2315
460 1 1 2404
461 1 2 725 1472
462 1 1 531
463 1 1 1970
464 1 1 1091
465 1 2 2117 2704
466 1 1 293
467 1 1 1244
468 1 1 269
469 1 1 2386
470 1 1 1253
471 1 1 2701
472 1 1 272
473 1 1 390
474 1 1 585
475 1 1 507
476 1 1 950
477 1 1 2250
478 1 1 2889
479 1 1 1317
480 1 1 989
481 1 1 2861
482 1 1 434
483 1 1 1745
484 1 1 1121
485 1 1 2361
486 1 1 1318
487 1 1 1466
488 1 1 979
489 1 1 2014
490 1 1 412
491 1 1 514
492 1 1 264
493 1 1 1916
